URL_ID,Turnout_Percentage,liczba_uprawnionych,liczba_kart_wydanych_lacznie,liczba_glosow_waznych_na_kandydatow,liczba_kart_niewykorzystanych,liczba_kart_niewaznych,liczba_glosow_niewaznych,AE_Reconstruction_Error
1411494,65.46875,1280.0,838.0,829.0,435.0,0.0,9.0,0.584158695408241
1434535,16.94915254237288,59.0,10.0,10.0,63.0,0.0,0.0,0.690924145269919
1434536,83.11688311688312,77.0,64.0,56.0,67.0,0.0,8.0,1.4855574150448554
1434542,94.73684210526316,38.0,36.0,33.0,4.0,0.0,3.0,0.5174842074256406
1434543,54.08163265306123,784.0,424.0,415.0,468.0,0.0,9.0,0.8984545112495004
1411660,64.45147679324894,948.0,611.0,603.0,303.0,0.0,8.0,0.6000645899099857
1411678,73.55163727959699,1191.0,876.0,868.0,287.0,0.0,8.0,0.45742227561864857
1411681,65.2014652014652,819.0,534.0,527.0,274.0,0.0,7.0,0.4615328559012757
1411684,64.56908344733242,731.0,472.0,465.0,245.0,0.0,7.0,0.517659564384474
1411693,75.20576131687243,972.0,731.0,723.0,216.0,0.0,8.0,0.6035093400126159
1434545,68.42723004694837,852.0,583.0,569.0,373.0,0.0,14.0,2.7866465748977745
1434547,100.0,41.0,41.0,41.0,9.0,0.0,0.0,0.4468008830946721
